time,"V(N008,N005)","V(N009,N004)",V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(n007),V(n008),V(n009),V(nc_01),V(nc_02),V(nc_03),V(nc_04),I(C1),I(C2),I(C3),I(C4),I(R1),I(R2),I(R3),I(R4),I(R5),I(R6),I(R7),I(R8),I(R9),I(V1),I(V2),I(V3),I(V4),I(V5)
0.0,-0.07,-0.07,0.0,-2.1000000000000002e-20,-2.1000000000000002e-20,-2.1021e-20,-2.1021e-20,-2.102098e-20,-2.102098e-20,-0.07,-0.07,0.0,0.0,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,1.0499999999999998e-38,1.0499999999999998e-38,-4.168962999999999e-35,-4.168962999999999e-35,0.0,0.0,0.0,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,4.199999999999999e-25,-1.2611689999999998e-43,-1.2611689999999998e-43,-4.199999999999999e-25,0.0,0.0
0.0001006310719994779,-0.07000001,-0.07000001,0.0,-9.103943000000001e-14,-9.103943000000001e-14,-1.141741e-13,-1.141741e-13,-7.44585e-09,-7.44585e-09,-0.07000001,-0.07000001,0.0,0.0,0.0,0.0,4.4407949999999995e-16,4.4407949999999995e-16,4.608731e-16,4.608731e-16,1.8614349999999998e-17,1.8614349999999998e-17,0.0,-1.640831e-29,-3.7297340000000004e-29,4.626931e-16,4.626931e-16,1.820789e-18,1.820789e-18,-1.8614349999999998e-17,-1.8614349999999998e-17,-4.626939e-16,0.0,0.0
0.0002030310719994804,-0.07000002,-0.07000002,0.0,-1.8717079999999998e-13,-1.8717079999999998e-13,-2.1125279999999998e-13,-2.1125279999999998e-13,-1.502491e-08,-1.502491e-08,-0.07000002,-0.07000002,0.0,0.0,0.0,0.0,4.4407990000000003e-16,4.4407990000000003e-16,4.778974e-16,4.778974e-16,3.756176e-17,3.756176e-17,0.0,3.786532e-29,-7.169168e-29,4.816404e-16,4.816404e-16,3.743416e-18,3.743416e-18,-3.756175e-17,-3.756175e-17,-4.816408e-16,0.0,0.0
0.0003054310719994828,-0.07000002,-0.07000002,0.0,-2.867817e-13,-2.867817e-13,-3.118111e-13,-3.118111e-13,-2.260398e-08,-2.260398e-08,-0.07000002,-0.07000002,0.0,0.0,0.0,0.0,4.4408070000000003e-16,4.4408070000000003e-16,4.948533999999999e-16,4.948533999999999e-16,5.650917e-17,5.650917e-17,0.0,-5.427363e-29,-1.176349e-28,5.005877e-16,5.005877e-16,5.735634e-18,5.735634e-18,-5.650904e-17,-5.650925e-17,-5.00589e-16,0.0,0.0
0.0004078310719994853,-0.07000003,-0.07000003,0.0,-3.898579e-13,-3.898579e-13,-4.158347e-13,-4.158347e-13,-3.0183049999999996e-08,-3.0183049999999996e-08,-0.07000003,-0.07000003,0.0,0.0,0.0,0.0,4.4407990000000003e-16,4.4407990000000003e-16,5.117388e-16,5.117388e-16,7.545659e-17,7.545659e-17,0.0,2.2719189999999997e-29,-1.5701489999999998e-28,5.195350000000001e-16,5.195350000000001e-16,7.797158999999999e-18,7.797158999999999e-18,-7.545632e-17,-7.545632e-17,-5.195359e-16,0.0,0.0
0.0005102310719994759,-0.07000004,-0.07000004,0.0,-4.963853e-13,-4.963853e-13,-5.233095e-13,-5.233095e-13,-3.776212e-08,-3.776212e-08,-0.07000004,-0.07000004,0.0,0.0,0.0,0.0,4.440803e-16,4.440803e-16,5.285567999999999e-16,5.285567999999999e-16,9.4404e-17,9.4404e-17,0.0,-8.077935999999999e-29,-1.7619999999999999e-28,5.384844999999999e-16,5.384844999999999e-16,9.927707e-18,9.927707e-18,-9.440376e-17,-9.440408000000001e-17,-5.384844999999999e-16,0.0,0.0
0.0006126310719994229,-0.07000005,-0.07000005,0.0,-6.063498e-13,-6.063498e-13,-6.342213e-13,-6.342213e-13,-4.534119e-08,-4.534119e-08,-0.07000005,-0.07000005,0.0,0.0,0.0,0.0,4.44079e-16,4.44079e-16,5.453044e-16,5.453044e-16,1.133514e-16,1.133514e-16,0.0,-1.0097419999999998e-28,-2.266871e-28,5.57431e-16,5.57431e-16,1.2127e-17,1.2127e-17,-1.13351e-16,-1.133514e-16,-5.574314e-16,0.0,0.0
0.0007150310719993699,-0.07000005,-0.07000005,0.0,-7.197371999999999e-13,-7.197371999999999e-13,-7.485562e-13,-7.485562e-13,-5.292027e-08,-5.292027e-08,-0.07000005,-0.07000005,0.0,0.0,0.0,0.0,4.4407990000000003e-16,4.4407990000000003e-16,5.61984e-16,5.61984e-16,1.322988e-16,1.322988e-16,0.0,1.48937e-28,-2.903008e-28,5.763783e-16,5.763783e-16,1.439474e-17,1.439474e-17,-1.322989e-16,-1.322993e-16,-5.763787e-16,0.0,0.0
0.0008174310719993169,-0.07000006,-0.07000006,0.0,-8.365335999999999e-13,-8.365335999999999e-13,-8.662999e-13,-8.662999e-13,-6.049934999999999e-08,-6.049934999999999e-08,-0.07000006,-0.07000006,0.0,0.0,0.0,0.0,4.440803e-16,4.440803e-16,5.785949e-16,5.785949e-16,1.5124619999999999e-16,1.5124619999999999e-16,0.0,-1.3379079999999998e-28,-3.0645669999999997e-28,5.953256e-16,5.953256e-16,1.673067e-17,1.673067e-17,-1.512465e-16,-1.512456e-16,-5.953256e-16,0.0,0.0
0.0009198310719992637,-0.07000007,-0.07000007,0.0,-9.567252e-13,-9.567252e-13,-9.874389e-13,-9.874389e-13,-6.807844e-08,-6.807844e-08,-0.07000007,-0.07000007,0.0,0.0,0.0,0.0,4.44079e-16,4.44079e-16,5.951388e-16,5.951388e-16,1.701936e-16,1.701936e-16,0.0,-1.5650999999999999e-28,-3.503805e-28,6.142734e-16,6.142734e-16,1.9134500000000002e-17,1.9134500000000002e-17,-1.70193e-16,-1.701936e-16,-6.142734e-16,0.0,0.0
0.00102223107199926,-0.07000007,-0.07000007,0.0,-1.080298e-12,-1.080298e-12,-1.111959e-12,-1.111959e-12,-7.565753e-08,-7.565753e-08,-0.07000007,-0.07000007,0.0,0.0,0.0,0.0,4.440803e-16,4.440803e-16,6.116151999999999e-16,6.116151999999999e-16,1.891411e-16,1.891411e-16,0.0,-1.8680229999999998e-28,-4.200526e-28,6.332211e-16,6.332211e-16,2.1605959999999998e-17,2.1605959999999998e-17,-1.891404e-16,-1.891421e-16,-6.332211e-16,0.0,0.0
0.001124631071999318,-0.07000008,-0.07000008,0.0,-1.2072379999999999e-12,-1.2072379999999999e-12,-1.239846e-12,-1.239846e-12,-8.323661999999999e-08,-8.323661999999999e-08,-0.07000008,-0.07000008,0.0,0.0,0.0,0.0,4.4407990000000003e-16,4.4407990000000003e-16,6.280237e-16,6.280237e-16,2.080885e-16,2.080885e-16,0.0,-3.8875059999999996e-28,-4.634716e-28,6.521685e-16,6.521685e-16,2.4144760000000002e-17,2.4144760000000002e-17,-2.080883e-16,-2.0808909999999998e-16,-6.521685e-16,0.0,0.0
0.001227031071999376,-0.07000009,-0.07000009,0.0,-1.337532e-12,-1.337532e-12,-1.371087e-12,-1.371087e-12,-9.081572e-08,-9.081572e-08,-0.07000009,-0.07000009,0.0,0.0,0.0,0.0,4.44079e-16,4.44079e-16,6.443643e-16,6.443643e-16,2.270359e-16,2.270359e-16,0.0,-2.625329e-28,-5.896893e-28,6.711152999999999e-16,6.711152999999999e-16,2.6750630000000004e-17,2.6750630000000004e-17,-2.270356e-16,-2.2703599999999997e-16,-6.711149000000001e-16,0.0,0.0
0.001329431071999434,-0.0700001,-0.0700001,0.0,-1.471165e-12,-1.471165e-12,-1.505668e-12,-1.505668e-12,-9.839480999999999e-08,-9.839480999999999e-08,-0.0700001,-0.0700001,0.0,0.0,0.0,0.0,4.440803e-16,4.440803e-16,6.606398e-16,6.606398e-16,2.459833e-16,2.459833e-16,0.0,2.827277e-28,-5.876698e-28,6.900627e-16,6.900627e-16,2.9423299999999997e-17,2.9423299999999997e-17,-2.459839e-16,-2.459839e-16,-6.9006309999999995e-16,0.0,0.0
0.001431831071999492,-0.0700001,-0.0700001,0.0,-1.608125e-12,-1.608125e-12,-1.6435759999999999e-12,-1.6435759999999999e-12,-1.0597389999999999e-07,-1.0597389999999999e-07,-0.0700001,-0.0700001,0.0,0.0,0.0,0.0,4.440786e-16,4.440786e-16,6.768478999999999e-16,6.768478999999999e-16,2.6493069999999997e-16,2.6493069999999997e-16,0.0,-2.827277e-28,-6.351276999999999e-28,7.090103999999999e-16,7.090103999999999e-16,3.21625e-17,3.21625e-17,-2.649299e-16,-2.6493120000000003e-16,-7.090103999999999e-16,0.0,0.0
0.00153423107199955,-0.07000011,-0.07000011,0.0,-1.748398e-12,-1.748398e-12,-1.7847950000000002e-12,-1.7847950000000002e-12,-1.13553e-07,-1.13553e-07,-0.07000011,-0.07000011,0.0,0.0,0.0,0.0,4.4407949999999995e-16,4.4407949999999995e-16,6.929894e-16,6.929894e-16,2.838781e-16,2.838781e-16,0.0,-3.0292259999999998e-28,-6.795563e-28,7.279564999999999e-16,7.279564999999999e-16,3.4967950000000004e-17,3.4967950000000004e-17,-2.8387860000000004e-16,-2.838778e-16,-7.279572999999999e-16,0.0,0.0
